Email_ID,Sender_Email,Subject_Line,Message-Content,Date,Priority,Attachments,Links_Count,Target_Label,Version
769bcfb7-ef90-41bf-8d6e-8514fc76f610,user785@example.com,Subject 30,¡Urgente! Necesitamos su respuesta inmediata.,2026-02-13T20:05:05.314825,N/A,0,1,ham,v1.0
72b9fd23-6921-4234-b221-3226cf9043ee,user547@example.com,Subject 31,How have you been? It has been a long time.,01-09-2025,null,0,5,spam,v1.0
c380011a-d3ff-4290-be65-7639cca75fb6,user784@example.com,Subject 32,Free money!!! Just click <b>&nbsp;this link&nbsp;</b>,23-04-2026,N/A,0,1,0,v1.0
63211cf1-1b39-46e4-9fff-2915cef45189,user711@example.com,Subject 33,¡Urgente! Necesitamos su respuesta inmediata.,12/12/2025,N/A,null,10,0,v1.0
ba517f9e-4bea-4c74-81a8-ede1853a317b,user634@example.com,Subject 34,"<div>Cheap meds, no prescription needed!!!</div><br><p>Best regards,</p>",18-02-2026,Low,null,1,SPAM,v1.0
52886434-1595-4160-a05b-446b0cf51b28,user960@example.com,Subject 35,Free money!!! Just click <b>&nbsp;this link&nbsp;</b>,02/17/2026,N/A,2,5,SPAM,v1.0
c6905eed-f436-4d3c-9e44-d854d884edcb,user579@example.com,Subject 36,"<div>How have you been? It has been a long time.</div><br><p>Best regards,</p>",2025-08-30T20:05:05.314862,Medium,1,5,Ham,v1.0
1ca03ef8-e235-4d16-bf33-90fb3ce76586,user256@example.com,Subject 37,Free money!!! Just click <b>&nbsp;this link&nbsp;</b>,2025-08-13T20:05:05.314866,null,0,1,0,v1.0
37387229-cd18-4774-8cec-598c7fe30a5e,user172@example.com,Subject 38,Attached is the invoice for last month.,21-05-2025,High,1,100,SPAM,v1.0
e04bee3e-6733-4a9f-a9e8-86064c14275c,user355@example.com,Subject 39,"Cheap meds, no prescription needed!!!",2025-11-05T20:05:05.314878,null,1,1,spam,v1.0
ab697b00-8d20-4fcc-86e5-4767334e1ee9,user870@example.com,Subject 40,"<div>¡Urgente! Necesitamos su respuesta inmediata.</div><br><p>Best regards,</p>",2025-08-13T20:05:05.314883,null,-1,0,s_p_a_m,v1.0
a9ed7d31-a84c-4667-8f21-b19827eac1ec,user345@example.com,Subject 41,Meeting at 5pm? Let me know.,02/19/2026,Medium,-1,0,s_p_a_m,v1.0
b2894807-360f-408e-8b78-de3a6b693bbd,user957@example.com,Subject 42,Free money!!! Just click <b>&nbsp;this link&nbsp;</b>,2025-08-08T20:05:05.314893,null,0,5,s_p_a_m,v1.0
857b8941-113a-4511-994e-dc816f48804e,user780@example.com,Subject 43,"Hello, we are interested in your profile.",1775610305,Urgent!,None,0,SPAM,v1.0
15e9d0fc-bd5e-4a47-8c31-1117ac1702dc,user935@example.com,Subject 44,"<div>¡Urgente! Necesitamos su respuesta inmediata.</div><br><p>Best regards,</p>",05/05/2025,N/A,0,1,spam,v1.0
3986c0bd-4c96-412d-9da6-3857c5baded6,user407@example.com,Subject 45,"<div>Cheap meds, no prescription needed!!!</div><br><p>Best regards,</p>",2025-10-21T20:05:05.314908,Low,0,10,ham,v1.0
7019c2d1-4eec-49e6-92dd-987d4af8c45e,user71@example.com,Subject 46,"Bonjour, voici les documents demandés.",06-02-2026,Urgent!,2,5,Ham,v1.0
8eaa8f1f-90c9-419c-a7da-f732d0453e3e,user25@example.com,Subject 47,"Hello, we are interested in your profile.",06/02/2025,Low,1,5,ham,v1.0
5f2028ff-503e-44e7-aaf2-f1d5652660a4,user805@example.com,Subject 48,Free money!!! Just click <b>&nbsp;this link&nbsp;</b>,2025-07-20T20:05:05.314923,Urgent!,1,0,s_p_a_m,v1.0
73cee5d4-e64f-4c30-ba26-9a5c2e5d342d,user2@example.com,Subject 49,Meeting at 5pm? Let me know.,17-07-2025,High,-1,10,0,v1.0
70f75983-a4de-479b-9bd8-75541f39a9ca,user694@example.com,Subject 50,Meeting at 5pm? Let me know.,13-11-2025,High,None,100,s_p_a_m,v1.0
d962ad94-926d-4e4e-a4a3-e714dbcdd020,user462@example.com,Subject 51,"<div>Bonjour, voici les documents demandés.</div><br><p>Best regards,</p>",06/22/2025,Urgent!,2,5,Legit,v1.0
0d19d2f9-b941-4b85-b2c4-d35f3c8e8e58,user896@example.com,Subject 52,Your account has been suspended. Please login to verify.,1753837505,Low,-1,5,1,v1.0
63347484-b7b7-4f2a-829a-099410b7511e,user721@example.com,Subject 53,WINNER! Claim your prize now at <a href='http://malware.com'>here</a>,1754787905,Urgent!,0,1,SPAM,v1.0
879c782d-2304-4e16-8d85-bc5eb04e8142,user382@example.com,Subject 54,"Cheap meds, no prescription needed!!!",1764468305,High,0,1,ham,v1.0
beee97b9-03bf-4447-b202-847af734270b,user251@example.com,Subject 55,"<div>How have you been? It has been a long time.</div><br><p>Best regards,</p>",1749258305,Urgent!,2,0,spam,v1.0
b490cb92-a374-4ba5-bb04-9bf9af94f48a,user509@example.com,Subject 56,"Cheap meds, no prescription needed!!!",30-11-2025,N/A,-1,100,spam,v1.0
ac72c426-6ab6-4ef1-a02e-d9f9e0c2a83a,user609@example.com,Subject 57,"<div>¡Urgente! Necesitamos su respuesta inmediata.</div><br><p>Best regards,</p>",1764295505,Medium,null,1,SPAM,v1.0
fa34c4b3-730b-458d-ac2e-141631245da2,user923@example.com,Subject 58,WINNER! Claim your prize now at <a href='http://malware.com'>here</a>,2025-07-06T20:05:05.314975,null,None,0,Ham,v1.0
400086b5-3dcc-46b9-aa93-c2fda07df68c,user560@example.com,Subject 59,"<div>Free money!!! Just click <b>&nbsp;this link&nbsp;</b></div><br><p>Best regards,</p>",2026-04-14T20:05:05.314980,Urgent!,-1,10,s_p_a_m,v1.0
b20f1ca7-3708-4575-a994-deb438e1d594,user139@example.com,Subject 60,"Cheap meds, no prescription needed!!!",04/26/2026,null,None,5,Legit,v1.0
5030b7c7-b71c-4a25-8242-38e730ad973a,user223@example.com,Subject 61,"<div>Cheap meds, no prescription needed!!!</div><br><p>Best regards,</p>",23-07-2025,Medium,None,5,spam,v1.0
d4386272-93d5-4cb2-aab3-4e361f302616,user983@example.com,Subject 62,"Hello, we are interested in your profile.",2026-03-21T20:05:05.314996,null,None,5,SPAM,v1.0
377f5902-ae59-48f2-a806-b0c8aefbaad9,user566@example.com,Subject 63,Your account has been suspended. Please login to verify.,30-03-2026,null,1,10,SPAM,v1.0
78cae341-bad3-4a81-84fb-88aadb0dff2b,user291@example.com,Subject 64,"<div>How have you been? It has been a long time.</div><br><p>Best regards,</p>",12/29/2025,High,2,0,s_p_a_m,v1.0
bbf7db82-1236-4aa3-be57-5204207ff2d0,user741@example.com,Subject 65,¡Urgente! Necesitamos su respuesta inmediata.,2025-05-16T20:05:05.315011,N/A,1,0,spam,v1.0
ced6f088-fb64-4311-9462-9c9b0ec0eb76,user282@example.com,Subject 66,Your account has been suspended. Please login to verify.,25-03-2026,High,null,10,ham,v1.0
9447db8b-0f41-4149-b76f-724b82b3cb0a,user770@example.com,Subject 67,How have you been? It has been a long time.,04/27/2026,Low,null,10,spam,v1.0
44f88a95-661a-4c7d-8e39-b5473c9e95ca,user33@example.com,Subject 68,Your account has been suspended. Please login to verify.,1750208705,null,-1,100,Legit,v1.0
0766db3a-6846-4438-9cb8-f50cfa0787a4,user108@example.com,Subject 69,Free money!!! Just click <b>&nbsp;this link&nbsp;</b>,06/13/2025,N/A,1,1,Legit,v1.0
addbd9a2-59a2-47a9-a0c2-33b33de93ee1,user195@example.com,Subject 70,Meeting at 5pm? Let me know.,23-06-2025,N/A,2,10,1,v1.0
71c916d0-8e2b-4c37-adbb-4d2035cafe99,user429@example.com,Subject 71,"Cheap meds, no prescription needed!!!",2026-04-13T20:05:05.315042,null,2,1,Legit,v1.0
f4e96645-e435-4ac4-aee1-020d1ba4ce61,user573@example.com,Subject 72,"Cheap meds, no prescription needed!!!",1770861905,Urgent!,2,1,spam,v1.0
1db96e5a-407c-4c2f-96a0-2f76a2bed56e,user304@example.com,Subject 73,WINNER! Claim your prize now at <a href='http://malware.com'>here</a>,1762308305,N/A,1,10,spam,v1.0
6a33866c-816d-4f29-b5e4-e044f8b2903b,user181@example.com,Subject 74,Meeting at 5pm? Let me know.,2025-08-07T20:05:05.315056,Urgent!,0,1,Ham,v1.0
876cfc23-9d6b-40ad-b681-839f18ca8db6,user413@example.com,Subject 75,Meeting at 5pm? Let me know.,2026-02-14T20:05:05.315060,null,None,100,spam,v1.0
71142e38-6442-4a53-a260-cf412b17caea,user835@example.com,Subject 76,"<div>Cheap meds, no prescription needed!!!</div><br><p>Best regards,</p>",2025-09-28T20:05:05.315065,N/A,None,5,Ham,v1.0
6c5a91cb-0e7a-48e0-afca-f4864cd1fc67,user418@example.com,Subject 77,"<div>Meeting at 5pm? Let me know.</div><br><p>Best regards,</p>",2025-12-09T20:05:05.315070,N/A,2,1,SPAM,v1.0
8babe935-3ff0-4232-9535-60e1189277af,user39@example.com,Subject 78,¡Urgente! Necesitamos su respuesta inmediata.,05-02-2026,Urgent!,1,1,0,v1.0
9df78bdb-84b2-4475-8cd1-497fd08b57fe,user933@example.com,Subject 79,WINNER! Claim your prize now at <a href='http://malware.com'>here</a>,09/05/2025,Medium,None,10,Ham,v1.0
a81cdd85-b4c3-4824-b438-82714d088a55,user222@example.com,Subject 80,"Cheap meds, no prescription needed!!!",1768097105,null,-1,100,1,v1.0
9091434a-b6c9-4e75-86b5-28923d4773e5,user583@example.com,Subject 81,WINNER! Claim your prize now at <a href='http://malware.com'>here</a>,2026-03-23T20:05:05.315091,Low,-1,0,spam,v1.0
a76c41c1-2fca-4292-92dd-dc736b6db1ea,user192@example.com,Subject 82,¡Urgente! Necesitamos su respuesta inmediata.,1769479505,Medium,-1,10,SPAM,v1.0
8e80045f-0243-43cd-877e-fe8f9655003e,user623@example.com,Subject 83,WINNER! Claim your prize now at <a href='http://malware.com'>here</a>,2026-04-02T20:05:05.315100,N/A,-1,0,s_p_a_m,v1.0
38cd54a4-1526-4e00-a2f7-da3c4a5f6ce0,user137@example.com,Subject 84,WINNER! Claim your prize now at <a href='http://malware.com'>here</a>,2025-06-04T20:05:05.315104,High,-1,5,Legit,v1.0
ae096afe-4d98-47c1-a93c-ff0ed886c7fa,user910@example.com,Subject 85,"Bonjour, voici les documents demandés.",29-03-2026,High,null,5,0,v1.0
18863b88-1a95-4f9d-a6f6-290c60325c51,user664@example.com,Subject 86,"Cheap meds, no prescription needed!!!",21-07-2025,High,1,10,spam,v1.0
169f622a-2a6b-4760-b9b8-ffe53dc14c9f,user250@example.com,Subject 87,Free money!!! Just click <b>&nbsp;this link&nbsp;</b>,15-02-2026,Medium,None,10,spam,v1.0
e89b1179-a12b-4435-bc9b-21c9c576fd83,user297@example.com,Subject 88,¡Urgente! Necesitamos su respuesta inmediata.,06/17/2025,High,-1,1,1,v1.0
4fd41d9b-2cfe-4839-bebd-4bd2e28bffd2,user497@example.com,Subject 89,"<div>Bonjour, voici les documents demandés.</div><br><p>Best regards,</p>",04-08-2025,Medium,null,5,spam,v1.0
8f0af291-65ea-437f-be1d-7a70817e5236,user623@example.com,Subject 90,Attached is the invoice for last month.,23-11-2025,N/A,2,0,spam,v1.0
02fa9ecf-6fea-4422-94a8-b5b4f5cbd311,user722@example.com,Subject 91,"<div>WINNER! Claim your prize now at <a href='http://malware.com'>here</a></div><br><p>Best regards,</p>",2026-03-06T20:05:05.315208,Medium,2,1,0,v1.0
9a27662f-28b9-4e2d-8a3f-6e45960e9fd4,user129@example.com,Subject 92,"Cheap meds, no prescription needed!!!",21-10-2025,Urgent!,1,5,1,v1.0
e585fcc6-e8e2-4342-9643-852e40e4187c,user39@example.com,Subject 93,"Hello, we are interested in your profile.",1762221905,Low,None,100,SPAM,v1.0
d6d63c0d-a956-40c3-a36c-5b8760be712e,user161@example.com,Subject 94,"Bonjour, voici les documents demandés.",02-08-2025,null,1,10,Legit,v1.0
5f6dec35-5192-464b-8705-3dd7ae18e4b9,user75@example.com,Subject 95,"<div>Cheap meds, no prescription needed!!!</div><br><p>Best regards,</p>",16-08-2025,Medium,0,0,SPAM,v1.0
628fb1dd-f964-4842-86e7-413e37371198,user22@example.com,Subject 96,"<div>Your account has been suspended. Please login to verify.</div><br><p>Best regards,</p>",2025-06-02T20:05:05.315238,Urgent!,0,100,SPAM,v1.0
d084368d-753b-46a8-a9b9-a4b70c104a88,user972@example.com,Subject 97,WINNER! Claim your prize now at <a href='http://malware.com'>here</a>,09/24/2025,N/A,1,5,1,v1.0
7d12cad4-ffdb-4fc9-9255-987a5b869cd6,user428@example.com,Subject 98,"<div>¡Urgente! Necesitamos su respuesta inmediata.</div><br><p>Best regards,</p>",2025-10-27T20:05:05.315248,Low,1,0,Legit,v1.0
657f8e12-4077-439f-b2f6-5b53f9d628c6,user779@example.com,Subject 99,"Hello, we are interested in your profile.",1775264705,null,None,0,spam,v1.0
adeb2a7a-cc33-465f-ba68-d85b7c206155,user793@example.com,Subject 100,Attached is the invoice for last month.,10/12/2025,High,-1,100,Legit,v1.0
da6aa2f6-c91d-459b-9ab2-da02dbefd674,user895@example.com,Subject 101,"<div>How have you been? It has been a long time.</div><br><p>Best regards,</p>",1750813505,Urgent!,None,0,ham,v1.0
b728322c-7900-4d76-b664-2de36315b265,user36@example.com,Subject 102,Meeting at 5pm? Let me know.,1747703105,Urgent!,2,10,Ham,v1.0
09a57eb9-4f61-483e-8836-55df33fb011e,user35@example.com,Subject 103,"Bonjour, voici les documents demandés.",14-06-2025,null,None,0,Legit,v1.0
c7130031-4fc8-402f-8390-e8298ccdef8b,user341@example.com,Subject 104,¡Urgente! Necesitamos su respuesta inmediata.,1755392705,Urgent!,0,5,ham,v1.0
98de05bb-c100-419c-8af7-10699f72a7bf,user286@example.com,Subject 105,¡Urgente! Necesitamos su respuesta inmediata.,1776819905,null,1,100,0,v1.0
56949419-9022-4a03-8bf9-a76f3a9801d0,user402@example.com,Subject 106,How have you been? It has been a long time.,15-12-2025,null,None,5,spam,v1.0
48b72f3e-a7f9-4595-b17c-e9fda0b2cd7f,user557@example.com,Subject 107,"Bonjour, voici les documents demandés.",10/19/2025,Urgent!,1,0,Ham,v1.0
f638b4fb-7551-467b-8a79-7722e5c06a1b,user200@example.com,Subject 108,"Cheap meds, no prescription needed!!!",2025-05-13T20:05:05.315303,N/A,1,0,Ham,v1.0
94a132e1-2110-4fd7-9d96-1bf358913c1b,user168@example.com,Subject 109,Attached is the invoice for last month.,2026-03-13T20:05:05.315307,Medium,None,5,spam,v1.0
9c6aa66f-1753-4b83-b20e-866bcf7224be,user50@example.com,Subject 110,"<div>How have you been? It has been a long time.</div><br><p>Best regards,</p>",23-02-2026,Urgent!,2,1,0,v1.0
e9288a03-9fdc-4f92-8d44-70a3d5a3c733,user873@example.com,Subject 111,"Hello, we are interested in your profile.",12-09-2025,High,0,5,1,v1.0
b7b74af3-c29c-4bcf-a65f-65386a7c5e43,user872@example.com,Subject 112,¡Urgente! Necesitamos su respuesta inmediata.,14-01-2026,High,1,1,1,v1.0
4cd7b4ed-b588-44f4-8738-1090d8a2438d,user58@example.com,Subject 113,Free money!!! Just click <b>&nbsp;this link&nbsp;</b>,11-07-2025,Urgent!,0,5,s_p_a_m,v1.0
c068e997-ec47-46ed-a04a-387f3be7adfd,user898@example.com,Subject 114,Your account has been suspended. Please login to verify.,2025-08-15T20:05:05.315335,High,None,0,Ham,v1.0
c8d7f053-989c-46d4-b410-5a9201933ba6,user698@example.com,Subject 115,"<div>Bonjour, voici les documents demandés.</div><br><p>Best regards,</p>",28-08-2025,Urgent!,null,0,1,v1.0
9288c0aa-f9aa-4fc6-8312-25c3970a5c8c,user933@example.com,Subject 116,Your account has been suspended. Please login to verify.,1777338305,Low,-1,0,0,v1.0
f94f427c-e089-473e-8b7d-6eba106bf8df,user267@example.com,Subject 117,Free money!!! Just click <b>&nbsp;this link&nbsp;</b>,19-05-2025,Medium,-1,5,0,v1.0
e387d7b2-a6c8-4896-afc5-ff57897fb0e2,user344@example.com,Subject 118,How have you been? It has been a long time.,29-12-2025,Low,-1,5,Legit,v1.0
36fc3a59-62cc-42cb-bc19-877acc7a1fef,user468@example.com,Subject 119,Attached is the invoice for last month.,1766369105,null,2,5,ham,v1.0
a5a35c2a-7d03-454b-a0ea-77ed7130f1a9,user977@example.com,Subject 120,"Cheap meds, no prescription needed!!!",2026-03-20T20:05:05.315366,Low,0,100,0,v1.0
7b31257a-46f8-445d-9474-8b03fc97d4ed,user476@example.com,Subject 121,"Hello, we are interested in your profile.",03/25/2026,N/A,None,0,0,v1.0
b6fa2528-aff3-41f8-a0d9-11318dd7c558,user401@example.com,Subject 122,Meeting at 5pm? Let me know.,1767146705,Urgent!,null,5,spam,v1.0
86a5a67d-fdd0-4612-bc80-c54a7bcd98e2,user182@example.com,Subject 123,"<div>¡Urgente! Necesitamos su respuesta inmediata.</div><br><p>Best regards,</p>",15-09-2025,High,-1,100,0,v1.0
2a580fa9-2046-40cf-b0f1-bd9e4fb21884,user239@example.com,Subject 124,"<div>Meeting at 5pm? Let me know.</div><br><p>Best regards,</p>",19-06-2025,Medium,2,100,Ham,v1.0
a5865277-0047-4356-bd3e-1e6ec09f69d3,user441@example.com,Subject 125,Your account has been suspended. Please login to verify.,2025-07-24T20:05:05.315392,Urgent!,None,1,SPAM,v1.0
ecd963f1-12ce-4d08-a4ef-cbde4c966dcf,user984@example.com,Subject 126,WINNER! Claim your prize now at <a href='http://malware.com'>here</a>,1763258705,N/A,0,100,s_p_a_m,v1.0
ef7c84e5-9dd5-4c34-886a-8011629e69f9,user414@example.com,Subject 127,Your account has been suspended. Please login to verify.,1759280705,Urgent!,null,1,SPAM,v1.0
43e2215f-37b0-4759-b40d-480be415e89e,user782@example.com,Subject 128,Your account has been suspended. Please login to verify.,2025-12-27T20:05:05.315406,High,-1,5,1,v1.0
3e99fccc-4445-459a-a8c2-22507d72be3b,user870@example.com,Subject 129,"Hello, we are interested in your profile.",1761613505,N/A,2,1,Ham,v1.0
8ee9fb9a-67d7-4a19-8459-56699c9a6a65,user107@example.com,Subject 130,"Hello, we are interested in your profile.",2025-11-13T20:05:05.315415,Medium,1,100,0,v1.0
0629f231-f6af-4f78-a480-1e02ec52d3b2,user933@example.com,Subject 131,"<div>Your account has been suspended. Please login to verify.</div><br><p>Best regards,</p>",1750640705,High,1,5,spam,v1.0
c1b4a1f6-ef40-4b81-b28e-e2a211cecc17,user182@example.com,Subject 132,"Bonjour, voici les documents demandés.",06/10/2025,Medium,1,0,ham,v1.0
508da953-07c4-47c0-a35d-cda1e3e6d775,user175@example.com,Subject 133,Your account has been suspended. Please login to verify.,26-12-2025,Urgent!,-1,1,Ham,v1.0
30af1a5c-6310-4426-8656-97f0004a4699,user177@example.com,Subject 134,"<div>Your account has been suspended. Please login to verify.</div><br><p>Best regards,</p>",04-03-2026,Urgent!,None,1,Ham,v1.0
59d07c52-3177-4cad-a5f7-7d9f0a9216da,user688@example.com,Subject 135,"<div>Hello, we are interested in your profile.</div><br><p>Best regards,</p>",2025-10-11T20:05:05.315439,null,1,0,Ham,v1.0
a9b45288-d410-4d0e-8faf-a5ef25a62a7d,user492@example.com,Subject 136,"<div>Hello, we are interested in your profile.</div><br><p>Best regards,</p>",2025-08-05T20:05:05.315444,High,-1,5,0,v1.0
31e36de6-e3a8-49e4-aa35-6f388bb295e7,user905@example.com,Subject 137,"<div>Cheap meds, no prescription needed!!!</div><br><p>Best regards,</p>",2025-10-20T20:05:05.315448,Urgent!,-1,0,1,v1.0
379698f1-9fd7-448f-9e05-26122c612fb5,user137@example.com,Subject 138,"Hello, we are interested in your profile.",2025-07-10T20:05:05.315453,N/A,-1,0,Legit,v1.0
9512f538-cf8e-4894-a69d-0ba40ed28c01,user827@example.com,Subject 139,How have you been? It has been a long time.,04-12-2025,Medium,0,10,spam,v1.0
540b7772-981a-45d5-a5ee-4bddf90c647c,user221@example.com,Subject 140,Free money!!! Just click <b>&nbsp;this link&nbsp;</b>,2025-06-01T20:05:05.315463,null,0,100,1,v1.0
8f5922fc-c935-4571-8108-ac6d3e036814,user631@example.com,Subject 141,Attached is the invoice for last month.,28-09-2025,Urgent!,0,1,ham,v1.0
7c83406f-0b46-4a7a-b238-819edd269e87,user738@example.com,Subject 142,"Hello, we are interested in your profile.",1747443905,Medium,0,0,1,v1.0
ec7ae69a-a1c2-4807-b601-44103ac3dc5b,user190@example.com,Subject 143,"<div>Hello, we are interested in your profile.</div><br><p>Best regards,</p>",2026-04-06T20:05:05.315477,Low,-1,100,ham,v1.0
4034a061-cf12-4e86-8c2b-b7f49b388e94,user288@example.com,Subject 144,Meeting at 5pm? Let me know.,2025-12-22T20:05:05.315482,Low,2,1,ham,v1.0
85e405f1-89c6-48cb-b1ce-2dbd446c570d,user121@example.com,Subject 145,"Bonjour, voici les documents demandés.",04/23/2026,Medium,-1,10,Legit,v1.0
5d4ea149-3b18-4774-a100-cee05ec00da4,user202@example.com,Subject 146,Meeting at 5pm? Let me know.,2025-12-05T20:05:05.315494,High,null,1,0,v1.0
c31ee8a9-7a4d-48bc-bcb6-5c6f22c0e2e6,user463@example.com,Subject 147,WINNER! Claim your prize now at <a href='http://malware.com'>here</a>,12/29/2025,null,0,10,Ham,v1.0
73d2625c-0a40-4d40-aa7d-98c148438e1f,user194@example.com,Subject 148,"Bonjour, voici les documents demandés.",06/03/2025,Urgent!,None,10,1,v1.0
b16a06b7-1bfe-4037-a575-a375fe382dd3,user961@example.com,Subject 149,Your account has been suspended. Please login to verify.,18-12-2025,N/A,2,100,SPAM,v1.0
0f51edd5-4446-4d2e-bae4-21471423776a,user679@example.com,Subject 150,"Bonjour, voici les documents demandés.",01/11/2026,High,null,1,s_p_a_m,v1.0
7b1f8636-21ae-4afb-b6c7-88d8d2b2e698,user498@example.com,Subject 151,How have you been? It has been a long time.,16-10-2025,High,-1,10,1,v1.0
7d893348-0ec9-46a9-bb75-b930d32f3357,user930@example.com,Subject 152,"Hello, we are interested in your profile.",1777424705,N/A,-1,5,Legit,v1.0
852886dc-5fa2-4802-b1aa-1131d70d23b2,user619@example.com,Subject 153,Free money!!! Just click <b>&nbsp;this link&nbsp;</b>,07/23/2025,Urgent!,1,100,0,v1.0
